,Origin_Node,End_Node,Root_Node,Type,Type_detailed,Capacity,Consider_deletion,Notes
87,GWB_CHI,IOU_GS_CLA_INDOOR,IOU_GS_CLA,Groundwater,Groundwater,1300,0,
88,GWB_CHI,IOU_GS_CLA_OUTDOOR,IOU_GS_CLA,Groundwater,Groundwater,1300,0,
89,GWB_RAY,MWC_SSL_INDOOR,MWC_SSL,Groundwater,Groundwater,1600,0,updated based on 2020 UWMP
90,GWB_RAY,MWC_SSL_OUTDOOR,MWC_SSL,Groundwater,Groundwater,1600,0,updated based on 2020 UWMP
91,GWB_HOL,CTY_BHL_INDOOR,CTY_BHL,Groundwater,Groundwater,1311,0,
92,GWB_HOL,CTY_BHL_OUTDOOR,CTY_BHL,Groundwater,Groundwater,1311,0,
93,GWB_SIX,CTY_LAV_INDOOR,CTY_LAV,Groundwater,Groundwater,1330,0,
94,GWB_SIX,CTY_LAV_OUTDOOR,CTY_LAV,Groundwater,Groundwater,1330,0,
95,GWB_WCS,CTY_LOM_INDOOR,CTY_LOM,Groundwater,Groundwater,1352,0,demand of 2655 exceeds link capacity of 1352
96,GWB_WCS,CTY_LOM_OUTDOOR,CTY_LOM,Groundwater,Groundwater,1352,0,demand of 2655 exceeds link capacity of 1352
97,GWB_CEN,CTY_BEL_INDOOR,CTY_BEL,Groundwater,Groundwater,1380,0,
98,GWB_CEN,CTY_BEL_OUTDOOR,CTY_BEL,Groundwater,Groundwater,1380,0,
99,GWB_WCS,IOU_CWS_HR_INDOOR,IOU_CWS_HR,Groundwater,Groundwater,4070,0,
100,GWB_WCS,IOU_CWS_HR_OUTDOOR,IOU_CWS_HR,Groundwater,Groundwater,4070,0,
101,MWD_USG,IOU_CAW_SM_INDOOR,IOU_CAW_SM,Imported,Imported,1628,0,
102,MWD_USG,IOU_CAW_SM_OUTDOOR,IOU_CAW_SM,Imported,Imported,1628,0,
103,SUR_SGU,IOU_CAW_DUR_INDOOR,IOU_CAW_DUR,Surface,Surface_use ,1672,0,
104,SUR_SGU,IOU_CAW_DUR_OUTDOOR,IOU_CAW_DUR,Surface,Surface_use ,1672,0,
105,GWB_CEN,MWC_MON_INDOOR,MWC_MON,Groundwater,Groundwater,4000,0,updated based on 2020 UWMP
106,GWB_CEN,MWC_MON_OUTDOOR,MWC_MON,Groundwater,Groundwater,4000,0,updated based on 2020 UWMP
107,GWB_RAY,CTY_SIE_INDOOR,CTY_SIE,Groundwater,Groundwater,2000,0,
108,GWB_RAY,CTY_SIE_OUTDOOR,CTY_SIE,Groundwater,Groundwater,2000,0,
109,MWD_CBS,CTY_HUP_INDOOR,CTY_HUP,Imported,Imported,1800,0,
110,MWD_CBS,CTY_HUP_OUTDOOR,CTY_HUP,Imported,Imported,1800,0,
111,MWD_CBS,IOU_SWS_WLM_INDOOR,IOU_SWS_WLM,Imported,Imported,8000,0,updated based on 2020 UWMP
112,MWD_CBS,IOU_SWS_WLM_OUTDOOR,IOU_SWS_WLM,Imported,Imported,8000,0,updated based on 2020 UWMP
113,MWD_WCB,IOU_CAW_BH_INDOOR,IOU_CAW_BH,Imported,Imported,2400,0,
114,MWD_WCB,IOU_CAW_BH_OUTDOOR,IOU_CAW_BH,Imported,Imported,2400,0,
115,GWB_WCS,IOU_CWS_HAW_INDOOR,IOU_CWS_HAW,Groundwater,Groundwater,2000,0,
116,GWB_WCS,IOU_CWS_HAW_OUTDOOR,IOU_CWS_HAW,Groundwater,Groundwater,2000,0,
117,GWB_CEN,CTY_SIG_INDOOR,CTY_SIG,Groundwater,Groundwater,2022,0,
118,GWB_CEN,CTY_SIG_OUTDOOR,CTY_SIG,Groundwater,Groundwater,2022,0,
119,MWD_CBS,CTY_VER_INDOOR,CTY_VER,Imported,Imported,2100,0,
120,MWD_CBS,CTY_VER_OUTDOOR,CTY_VER,Imported,Imported,2100,0,
121,MWD_CBS,IOU_GS_SW_INDOOR,IOU_GS_SW,Imported,Imported,2100,0,
122,MWD_CBS,IOU_GS_SW_OUTDOOR,IOU_GS_SW,Imported,Imported,2100,0,
123,MWD_FTH,MWC_LAV_INDOOR,MWC_LAV,Imported,Imported,2208,0,
124,MWD_FTH,MWC_LAV_OUTDOOR,MWC_LAV,Imported,Imported,2208,0,
125,GWB_CEN,CTY_NOR_INDOOR,CTY_NOR,Groundwater,Groundwater,2273,0,
126,GWB_CEN,CTY_NOR_OUTDOOR,CTY_NOR,Groundwater,Groundwater,2273,0,
127,MWD_THV,CTY_GDR_INDOOR,CTY_GDR,Imported,Imported,2275,0,
128,MWD_THV,CTY_GDR_OUTDOOR,CTY_GDR,Imported,Imported,2275,0,
129,GWB_RAY,IOU_CAW_SM_INDOOR,IOU_CAW_SM,Groundwater,Groundwater,2300,0,
130,GWB_RAY,IOU_CAW_SM_OUTDOOR,IOU_CAW_SM,Groundwater,Groundwater,2300,0,
131,MWD_CBS,MWC_BLS_INDOOR,MWC_BLS,Imported,Imported,2350,0,
132,MWD_CBS,MWC_BLS_OUTDOOR,MWC_BLS,Imported,Imported,2350,0,
133,MWD_MET,IOU_CAW_SM_INDOOR,IOU_CAW_SM,Imported,Imported,2360,0,
134,MWD_MET,IOU_CAW_SM_OUTDOOR,IOU_CAW_SM,Imported,Imported,2360,0,
135,SUR_ASE,CTY_PAS_INDOOR,CTY_PAS,Surface,Surface_use,2380,0,
136,SUR_ASE,CTY_PAS_OUTDOOR,CTY_PAS,Surface,Surface_use,2380,0,
137,GWB_CEN,IOU_CAW_BH_INDOOR,IOU_CAW_BH,Groundwater,Groundwater,2400,0,
138,GWB_CEN,IOU_CAW_BH_OUTDOOR,IOU_CAW_BH,Groundwater,Groundwater,2400,0,
139,MWD_FTH,MWC_VWC_INDOOR,MWC_VWC,Imported,Imported,2450,0,updated based on 2020 UWMP
140,MWD_FTH,MWC_VWC_OUTDOOR,MWC_VWC,Imported,Imported,2450,0,updated based on 2020 UWMP
141,GWB_CEN,IOU_SWS_WLM_INDOOR,IOU_SWS_WLM,Groundwater,Groundwater,3500,0,updated based on 2020 UWMP
142,GWB_CEN,IOU_SWS_WLM_OUTDOOR,IOU_SWS_WLM,Groundwater,Groundwater,3500,0,updated based on 2020 UWMP
143,MWD_CBS,IOU_GS_NOR_INDOOR,IOU_GS_NOR,Imported,Imported,2500,0,
144,MWD_CBS,IOU_GS_NOR_OUTDOOR,IOU_GS_NOR,Imported,Imported,2500,0,
145,GWB_WCS,CTY_TOR_INDOOR,CTY_TOR,Groundwater,Groundwater,5639,0,
146,GWB_WCS,CTY_TOR_OUTDOOR,CTY_TOR,Groundwater,Groundwater,5639,0,
147,MWD_FTH,CWD_CRE_INDOOR,CWD_CRE,Imported,Imported,2532,0,
148,MWD_FTH,CWD_CRE_OUTDOOR,CWD_CRE,Imported,Imported,2532,0,
149,GWB_CEN,IOU_SGV_INDOOR,IOU_SGV,Groundwater,Groundwater,2565,0,
150,GWB_CEN,IOU_SGV_OUTDOOR,IOU_SGV,Groundwater,Groundwater,2565,0,
151,GWB_CEN,CWD_LAH_INDOOR,CWD_LAH,Groundwater,Groundwater,2596,0,
152,GWB_CEN,CWD_LAH_OUTDOOR,CWD_LAH,Groundwater,Groundwater,2596,0,
153,GWB_MSG,CTY_ELM_INDOOR,CTY_ELM,Groundwater,Groundwater,2784,0,
154,GWB_MSG,CTY_ELM_OUTDOOR,CTY_ELM,Groundwater,Groundwater,2784,0,
155,MWD_USG,CTY_ALH_OUTDOOR,CTY_ALH,Imported,Imported,3000,0,
156,MWD_USG,IOU_GS_SSG_INDOOR,IOU_GS_SSG,Imported,Imported,3000,0,
157,MWD_USG,IOU_GS_SSG_OUTDOOR,IOU_GS_SSG,Imported,Imported,3000,0,
158,MWD_FTH,IRR_LAC_INDOOR,IRR_LAC,Imported,Imported,3163,0,
159,MWD_FTH,IRR_LAC_OUTDOOR,IRR_LAC,Imported,Imported,3163,0,
160,GWB_VER,CWD_CRE_INDOOR,CWD_CRE,Groundwater,Groundwater,3294,0,
161,GWB_VER,CWD_CRE_OUTDOOR,CWD_CRE,Groundwater,Groundwater,3294,0,
162,MWD_CBS,CTY_PAR_INDOOR,CTY_PAR,Imported,Imported,3500,0,
163,MWD_CBS,CTY_PAR_OUTDOOR,CTY_PAR,Imported,Imported,3500,0,
164,GWB_MSG,CTY_SPA_INDOOR,CTY_SPA,Groundwater,Groundwater,3567,0,
165,GWB_MSG,CTY_SPA_OUTDOOR,CTY_SPA,Groundwater,Groundwater,3567,0,
166,GWB_CEN,CWD_PIC_INDOOR,CWD_PIC,Groundwater,Groundwater,3624,0,
167,GWB_CEN,CWD_PIC_OUTDOOR,CWD_PIC,Groundwater,Groundwater,3624,0,
168,GWB_SIX,CTY_PNM_INDOOR,CTY_PNM,Groundwater,Groundwater,3639,0,
169,GWB_SIX,CTY_PNM_OUTDOOR,CTY_PNM,Groundwater,Groundwater,3639,0,
170,GWB_CEN,CTY_HUP_INDOOR,CTY_HUP,Groundwater,Groundwater,3853,0,
171,GWB_CEN,CTY_HUP_OUTDOOR,CTY_HUP,Groundwater,Groundwater,3853,0,
172,GWB_VER,CTY_GDL_INDOOR,CTY_GDL,Groundwater,Groundwater,3856,0,
173,GWB_VER,CTY_GDL_OUTDOOR,CTY_GDL,Groundwater,Groundwater,3856,0,
174,GWB_CEN,PRV_CEN_INDOOR,PRV_CEN,Groundwater,Groundwater,3987,0,
175,GWB_CEN,PRV_CEN_OUTDOOR,PRV_CEN,Groundwater,Groundwater,3987,0,
176,GWB_MSG,IOU_GS_SAR_INDOOR,IOU_GS_SAR,Groundwater,Groundwater,4000,0,
177,GWB_MSG,IOU_GS_SAR_OUTDOOR,IOU_GS_SAR,Groundwater,Groundwater,4000,0,
178,MWD_WCB,IOU_CWS_HAW_INDOOR,IOU_CWS_HAW,Imported,Imported,4000,0,
179,MWD_WCB,IOU_CWS_HAW_OUTDOOR,IOU_CWS_HAW,Imported,Imported,4000,0,
180,GWB_CEN,CTY_SFS_INDOOR,CTY_SFS,Groundwater,Groundwater,4035,0,
181,GWB_CEN,CTY_SFS_OUTDOOR,CTY_SFS,Groundwater,Groundwater,4035,0,
182,GWB_SYL,CTY_SFE_INDOOR,CTY_SFE,Groundwater,Groundwater,4209,0,
183,GWB_SYL,CTY_SFE_OUTDOOR,CTY_SFE,Groundwater,Groundwater,4209,0,
184,MWD_CBS,CTY_SFS_INDOOR,CTY_SFS,Imported,Imported,4300,0,
185,MWD_CBS,CTY_SFS_OUTDOOR,CTY_SFS,Imported,Imported,4300,0,
186,GWB_CEN,MWC_BLS_INDOOR,MWC_BLS,Groundwater,Groundwater,5000,0,
187,GWB_CEN,MWC_BLS_OUTDOOR,MWC_BLS,Groundwater,Groundwater,5000,0,
188,GWB_WCS,CTY_ING_INDOOR,CTY_ING,Groundwater,Groundwater,4450,0,
189,GWB_WCS,CTY_ING_OUTDOOR,CTY_ING,Groundwater,Groundwater,4450,0,
190,GWB_MSG,IOU_GS_SSG_INDOOR,IOU_GS_SSG,Groundwater,Groundwater,4500,0,
191,GWB_MSG,IOU_GS_SSG_OUTDOOR,IOU_GS_SSG,Groundwater,Groundwater,4500,0,
192,GWB_CEN,CTY_CER_INDOOR,CTY_CER,Groundwater,Groundwater,4680,0,
193,GWB_CEN,CTY_CER_OUTDOOR,CTY_CER,Groundwater,Groundwater,4680,0,
194,MWD_MET,CTY_CPT_INDOOR,CTY_CPT,Imported,Imported,5058,0,
195,MWD_MET,CTY_CPT_OUTDOOR,CTY_CPT,Imported,Imported,5058,0,
196,SUR_SGU,CTY_AZU_INDOOR,CTY_AZU,Surface,Surface_use,9000,0,
197,SUR_SGU,CTY_AZU_OUTDOOR,CTY_AZU,Surface,Surface_use,9000,0,
198,GWB_WCS,PRV_WCS_INDOOR,PRV_WCS,Groundwater,Groundwater,5500,0,updated to meet baseline demand
199,GWB_WCS,PRV_WCS_OUTDOOR,PRV_WCS,Groundwater,Groundwater,5500,0,updated to meet baseline demand
200,GWB_CEN,CTY_LYN_INDOOR,CTY_LYN,Groundwater,Groundwater,8200,0,
201,GWB_CEN,CTY_LYN_OUTDOOR,CTY_LYN,Groundwater,Groundwater,8200,0,
202,GWB_MSG,CWD_SGB_INDOOR,CWD_SGB,Groundwater,Groundwater,5395,0,
203,GWB_MSG,CWD_SGB_OUTDOOR,CWD_SGB,Groundwater,Groundwater,5395,0,
204,GWB_CEN,CTY_PCR_INDOOR,CTY_PCR,Groundwater,Groundwater,5579,0,
205,GWB_CEN,CTY_PCR_OUTDOOR,CTY_PCR,Groundwater,Groundwater,5579,0,
206,GWB_RAY,CTY_ARC_INDOOR,CTY_ARC,Groundwater,Groundwater,5644,0,
207,GWB_RAY,CTY_ARC_OUTDOOR,CTY_ARC,Groundwater,Groundwater,5644,0,
208,MWD_WCB,CTY_MBC_INDOOR,CTY_MBC,Imported,Imported,5670,0,
209,MWD_WCB,CTY_MBC_OUTDOOR,CTY_MBC,Imported,Imported,5670,0,
210,GWB_CEN,CTY_CPT_INDOOR,CTY_CPT,Groundwater,Groundwater,7400,0,
211,GWB_CEN,CTY_CPT_OUTDOOR,CTY_CPT,Groundwater,Groundwater,7400,0,
212,GWB_CEN,CTY_PAR_INDOOR,CTY_PAR,Groundwater,Groundwater,5883,0,
213,GWB_CEN,CTY_PAR_OUTDOOR,CTY_PAR,Groundwater,Groundwater,5883,0,
214,GWB_MSG,CWD_VAL_INDOOR,CWD_VAL,Groundwater,Groundwater,6800,0,
215,GWB_MSG,CWD_VAL_OUTDOOR,CWD_VAL,Groundwater,Groundwater,6800,0,
216,GWB_MSG,IOU_GS_SD_INDOOR,IOU_GS_SD,Groundwater,Groundwater,6000,0,
217,GWB_MSG,IOU_GS_SD_OUTDOOR,IOU_GS_SD,Groundwater,Groundwater,6000,0,
218,MWD_CBS,IOU_CWS_ELA_INDOOR,IOU_CWS_ELA,Imported,Imported,10000,0,
219,MWD_CBS,IOU_CWS_ELA_OUTDOOR,IOU_CWS_ELA,Imported,Imported,10000,0,
220,GWB_MSG,IOU_CAW_DUR_INDOOR,IOU_CAW_DUR,Groundwater,Groundwater,6300,0,
221,GWB_MSG,IOU_CAW_DUR_OUTDOOR,IOU_CAW_DUR,Groundwater,Groundwater,6300,0,
222,GWB_SIX,IOU_GS_CLA_INDOOR,IOU_GS_CLA,Groundwater,Groundwater,6500,0,
223,GWB_SIX,IOU_GS_CLA_OUTDOOR,IOU_GS_CLA,Groundwater,Groundwater,6500,0,
224,MWD_THV,IOU_GS_CLA_INDOOR,IOU_GS_CLA,Imported,Imported,6500,0,
225,MWD_THV,IOU_GS_CLA_OUTDOOR,IOU_GS_CLA,Imported,Imported,6500,0,
226,GWB_MSG,MWC_COV_INDOOR,MWC_COV,Groundwater,Groundwater,6578,0,
227,GWB_MSG,MWC_COV_OUTDOOR,MWC_COV,Groundwater,Groundwater,6578,0,
228,GWB_MSG,MWC_VHT_INDOOR,MWC_VHT,Groundwater,Groundwater,6578,0,"add to represent source for MWC_VHT, which in Artes was transfers from MWC_COV"
229,GWB_MSG,MWC_VHT_OUTDOOR,MWC_VHT,Groundwater,Groundwater,6578,0,"add to represent source for MWC_VHT, which in Artes was transfers from MWC_COV"
230,GWB_MSG,CTY_MTP_INDOOR,CTY_MTP,Groundwater,Groundwater,9000,0,revised based on 2020 UWMP
231,GWB_MSG,CTY_MTP_OUTDOOR,CTY_MTP,Groundwater,Groundwater,9000,0,revised based on 2020 UWMP
232,MWD_MET,IOU_SGV_INDOOR,IOU_SGV,Imported,Imported,10000,0,increased to meet baseline demand
233,MWD_MET,IOU_SGV_OUTDOOR,IOU_SGV,Imported,Imported,10000,0,increased to meet baseline demand
234,MWD_THV,CTY_PNM_INDOOR,CTY_PNM,Imported,Imported,7000,0,
235,MWD_THV,CTY_PNM_OUTDOOR,CTY_PNM,Imported,Imported,7000,0,
236,SUR_SGU,MWC_COV_INDOOR,MWC_COV,Surface,Surface_use ,6983,0,missing monthly use data
237,SUR_SGU,MWC_COV_OUTDOOR,MWC_COV,Surface,Surface_use ,6983,0,missing monthly use data
238,SUR_SGU,MWC_VHT_INDOOR,MWC_VHT,Surface,Surface_use ,6983,0,"add to represent source for MWC_VHT, which in Artes was transfers from MWC_COV"
239,SUR_SGU,MWC_VHT_OUTDOOR,MWC_VHT,Surface,Surface_use ,6983,0,"add to represent source for MWC_VHT, which in Artes was transfers from MWC_COV"
240,GWB_CEN,IOU_CWS_DOM_INDOOR,IOU_CWS_DOM,Groundwater,Groundwater,7000,0,
241,GWB_CEN,IOU_CWS_DOM_OUTDOOR,IOU_CWS_DOM,Groundwater,Groundwater,7000,0,
242,MWD_THV,CTY_LAV_INDOOR,CTY_LAV,Imported,Imported,7029,0,
243,MWD_THV,CTY_LAV_OUTDOOR,CTY_LAV,Imported,Imported,7029,0,
244,GWB_MSG,CTY_MON_INDOOR,CTY_MON,Groundwater,Groundwater,7214,0,
245,GWB_MSG,CTY_MON_OUTDOOR,CTY_MON,Groundwater,Groundwater,7214,0,
246,GWB_MSG,IOU_CAW_SM_INDOOR,IOU_CAW_SM,Groundwater,Groundwater,7300,0,
247,GWB_MSG,IOU_CAW_SM_OUTDOOR,IOU_CAW_SM,Groundwater,Groundwater,7300,0,
248,GWB_CEN,IOU_GS_FG_INDOOR,IOU_GS_FG,Groundwater,Groundwater,5000,0,
249,GWB_CEN,IOU_GS_FG_OUTDOOR,IOU_GS_FG,Groundwater,Groundwater,5000,0,
250,GWB_WCS,IOU_GS_SW_INDOOR,IOU_GS_SW,Groundwater,Groundwater,7500,0,
251,GWB_WCS,IOU_GS_SW_OUTDOOR,IOU_GS_SW,Groundwater,Groundwater,7500,0,
252,GWB_CEN,CTY_VER_INDOOR,CTY_VER,Groundwater,Groundwater,7539,0,
253,GWB_CEN,CTY_VER_OUTDOOR,CTY_VER,Groundwater,Groundwater,7539,0,
254,MWD_USG,IOU_SWS_SJH_INDOOR,IOU_SWS_SJH,Imported,Imported,7800,0,
255,MWD_USG,IOU_SWS_SJH_OUTDOOR,IOU_SWS_SJH,Imported,Imported,7800,0,
256,GWB_MSG,CTY_ARC_INDOOR,CTY_ARC,Groundwater,Groundwater,8361,0,
257,GWB_MSG,CTY_ARC_OUTDOOR,CTY_ARC,Groundwater,Groundwater,8361,0,
258,GWB_CEN,IOU_GS_NOR_INDOOR,IOU_GS_NOR,Groundwater,Groundwater,5000,0,
259,GWB_CEN,IOU_GS_NOR_OUTDOOR,IOU_GS_NOR,Groundwater,Groundwater,5000,0,
260,GWB_MSG,CTY_WHT_INDOOR,CTY_WHT,Groundwater,Groundwater,8721,0,
261,GWB_MSG,CTY_WHT_OUTDOOR,CTY_WHT,Groundwater,Groundwater,8721,0,
262,GWB_MSG,CTY_ALH_INDOOR,CTY_ALH,Groundwater,Groundwater,8812,0,
263,GWB_MSG,CTY_ALH_OUTDOOR,CTY_ALH,Groundwater,Groundwater,8812,0,
264,MWD_USG,CTY_ALH_INDOOR,CTY_ALH,Imported,Imported,3000,0,
